api-1  | INFO:     Will watch for changes in these directories: ['/app']
api-1  | DEBUG:root:Received response from Ollama: {'model': 'granite3.3:8b-largectx', 'created_at': '2025-06-19T05:05:34.825065592Z', 'response': '{\n  "reasoning": "The user\'s request involves identifying a group of people (members of engineering department), which requires relationship analysis between \'Person\' and \'Team\'. This falls under the category of Organizational Analysis, specifically Team membership.",\n  "tools": ["custom_query", "store_message"],\n  "response_type": "custom"\n}', 'done': True, 'done_reason': 'stop', 'context': [49152, 2946, 49153, 39558, 390, 17071, 2821, 44, 30468, 225, 36, 34, 36, 38, 32, 203, 4282, 884, 8080, 278, 659, 30, 18909, 810, 25697, 32, 2448, 884, 312, 17247, 19551, 47330, 32, 0, 203, 49152, 496, 49153, 4282, 884, 600, 19551, 47330, 688, 17920, 20573, 1256, 5218, 461, 5973, 12804, 2769, 6885, 372, 4818, 32, 2448, 7456, 518, 328, 37860, 4250, 6153, 8253, 810, 17340, 10088, 20608, 461, 31583, 322, 2091, 7024, 372, 43033, 32, 203, 203, 1240, 1474, 44, 313, 720, 1169, 8999, 432, 33627, 20, 203, 203, 25431, 26235, 2198, 6016, 44, 203, 1318, 3500, 4304, 36713, 332, 12083, 279, 706, 623, 44, 203, 31, 225, 39, 34, 34, 7024, 10160, 26811, 1728, 44, 26585, 30, 27724, 30, 7778, 8842, 30, 40390, 30, 7688, 203, 31, 225, 37, 39, 18920, 6237, 44, 7349, 11325, 308, 3711, 8637, 471, 45049, 3704, 308, 3711, 8637, 471, 16966, 24386, 308, 3711, 8637, 27, 203, 31, 225, 35, 39, 8184, 31, 18651, 8351, 6237, 44, 7337, 45486, 308, 89, 38082, 471, 2398, 570, 38082, 41772, 308, 89, 38082, 471, 29321, 15054, 18666, 308, 40180, 27, 203, 31, 225, 36, 34, 20608, 461, 4953, 29879, 203, 203, 56, 726, 61, 758, 1996, 358, 5180, 1400, 44, 203, 1212, 13400, 44, 203, 31, 11038, 44, 804, 30, 636, 30, 4096, 30, 23572, 30, 4203, 30, 420, 548, 81, 770, 30, 3894, 30, 7884, 81, 314, 203, 31, 12641, 44, 804, 30, 636, 30, 23572, 30, 9280, 203, 31, 7051, 44, 804, 30, 636, 30, 3048, 30, 827, 30, 16190, 81, 18495, 261, 203, 31, 15310, 44, 804, 30, 636, 30, 3048, 30, 6215, 30, 25017, 30, 18392, 81, 681, 30, 4953, 81, 43075, 203, 31, 4578, 44, 4707, 30, 298, 365, 81, 23423, 30, 6341, 203, 203, 30996, 44, 203, 31, 308, 6005, 7824, 2867, 7239, 81, 2109, 301, 4298, 30, 438, 81, 18637, 111, 6583, 26, 8237, 27, 203, 31, 308, 6005, 7824, 2867, 7239, 81, 2109, 301, 4298, 30, 27033, 81, 770, 111, 6583, 26, 1564, 27, 203, 31, 308, 6005, 7824, 2867, 25252, 69, 81, 1407, 6583, 26, 6005, 27, 203, 31, 308, 8237, 7824, 2867, 15812, 567, 2123, 14507, 81, 7321, 301, 43054, 3453, 81, 681, 30, 11012, 81, 770, 111, 6583, 26, 4248, 27, 203, 31, 308, 1564, 7824, 2867, 15812, 567, 2123, 14507, 81, 7321, 301, 43054, 3453, 81, 681, 30, 11012, 81, 770, 111, 6583, 26, 4248, 27, 203, 203, 10332, 544, 458, 1474, 30, 19737, 2769, 6885, 1395, 526, 11508, 32, 2448, 883, 13152, 1591, 556, 1829, 432, 322, 2412, 8684, 44, 478, 35, 32, 313, 1903, 81, 4603, 20, 429, 7422, 1471, 1406, 31, 8282, 11792, 308, 16607, 30, 18920, 30, 8351, 30, 20608, 30, 5218, 27, 203, 36, 32, 313, 2988, 81, 1217, 20, 429, 10945, 312, 3115, 22350, 36149, 2467, 436, 8640, 12083, 279, 706, 5167, 203, 37, 32, 313, 43085, 81, 23423, 20, 429, 8125, 322, 1474, 372, 298, 365, 41954, 308, 5807, 429, 793, 458, 436, 4302, 48223, 27, 203, 38, 32, 313, 2157, 81, 1436, 20, 429, 8809, 322, 1474, 328, 322, 3500, 203, 203, 33862, 24308, 7591, 5776, 1102, 44, 203, 203, 4855, 313, 2988, 81, 1217, 20, 436, 3282, 15103, 44, 203, 203, 15147, 31, 758, 21736, 1345, 21810, 527, 12145, 308, 28185, 711, 203, 31, 15310, 4953, 44, 313, 59, 1849, 372, 2054, 1593, 392, 313, 6893, 745, 439, 745, 1410, 392, 313, 7733, 1182, 2129, 436, 2523, 392, 313, 59, 3464, 4740, 544, 399, 20, 203, 31, 15310, 13668, 44, 313, 19483, 42665, 1593, 7231, 392, 313, 19483, 1182, 18392, 436, 1410, 392, 313, 19483, 1395, 439, 12440, 372, 2625, 2523, 20, 203, 31, 4187, 4264, 9359, 44, 313, 19483, 4264, 4954, 1593, 392, 313, 19483, 883, 2596, 2126, 544, 1410, 392, 313, 19483, 27608, 2523, 26441, 1353, 20, 203, 31, 2252, 4339, 10017, 44, 313, 7733, 20608, 4871, 372, 1593, 392, 313, 7733, 1182, 5349, 436, 1410, 4953, 392, 313, 15965, 436, 2523, 20, 203, 31, 19965, 3049, 44, 313, 19569, 312, 537, 2074, 392, 313, 10898, 27869, 436, 1593, 392, 313, 9165, 299, 1410, 2787, 20, 203, 203, 22581, 927, 27002, 726, 1737, 726, 16928, 1296, 44, 203, 31, 10702, 33, 32754, 10017, 44, 313, 19483, 438, 1593, 1182, 7884, 392, 313, 19483, 14201, 372, 1410, 392, 313, 19483, 1957, 1593, 3639, 372, 20, 203, 31, 12641, 999, 47482, 44, 313, 19483, 884, 322, 6498, 27608, 392, 313, 1809, 6498, 27608, 328, 26585, 392, 313, 19483, 27608, 322, 25573, 6498, 20, 203, 31, 24274, 279, 5193, 44, 313, 19483, 1401, 322, 4630, 14201, 392, 313, 1809, 39143, 392, 313, 2245, 597, 322, 21291, 20, 203, 31, 12641, 26050, 44, 313, 19483, 1182, 544, 322, 1593, 6498, 392, 313, 1809, 8999, 432, 1410, 6498, 392, 313, 7733, 6498, 438, 1593, 544, 20, 203, 31, 19178, 31, 18651, 9209, 44, 313, 19483, 4847, 623, 1593, 392, 313, 1809, 1593, 1182, 932, 274, 481, 1032, 392, 313, 2245, 597, 12215, 20, 203, 31, 24506, 9209, 44, 313, 6893, 5075, 7024, 328, 26585, 392, 313, 998, 810, 23572, 392, 313, 2245, 23572, 12998, 20, 203, 31, 21138, 7024, 11792, 44, 313, 34128, 328, 1593, 392, 313, 16607, 328, 1410, 23572, 392, 313, 15989, 328, 2523, 392, 313, 17733, 328, 399, 20, 203, 203, 27571, 549, 14199, 1798, 6307, 10363, 47751, 44, 203, 31, 15310, 33243, 44, 313, 1809, 7663, 20608, 392, 313, 605, 27919, 10130, 392, 313, 12196, 29787, 20, 203, 31, 20989, 2612, 3453, 7996, 44, 313, 19483, 13650, 1593, 392, 313, 7733, 6498, 42665, 1410, 392, 313, 43054, 1478, 35443, 436, 2523, 20, 203, 31, 6833, 34467, 44, 313, 27485, 10153, 436, 1593, 392, 313, 7439, 372, 2054, 1410, 392, 313, 19483, 372, 7260, 436, 2523, 20, 203, 203, 4855, 313, 1903, 81, 4603, 20, 436, 3282, 15103, 44, 203, 31, 7155, 636, 2779, 9016, 44, 313, 1809, 21566, 35142, 392, 313, 2245, 597, 48804, 2371, 392, 313, 10122, 475, 26638, 20, 203, 31, 9261, 4422, 33243, 1412, 2370, 24240, 436, 25041, 44, 313, 2245, 26585, 18920, 392, 313, 668, 7663, 20608, 20, 203, 31, 7155, 11659, 33243, 2876, 25041, 556, 17495, 203, 203, 4855, 313, 43085, 81, 23423, 20, 436, 44, 203, 31, 24410, 1029, 19509, 44, 313, 7656, 392, 313, 29376, 392, 313, 6893, 884, 844, 20, 203, 31, 12495, 31, 12708, 279, 10017, 203, 203, 30007, 2305, 313, 2157, 81, 1436, 20, 372, 4131, 19509, 8142, 203, 203, 3307, 447, 18939, 3042, 1197, 11785, 3942, 44, 203, 31, 1670, 322, 2467, 37383, 624, 2253, 30, 11551, 73, 488, 15205, 30, 8741, 43656, 30, 556, 25041, 3733, 11740, 30, 793, 313, 2988, 81, 1217, 20, 203, 31, 1670, 322, 1256, 438, 24240, 2625, 19359, 30, 8049, 30, 556, 9631, 299, 4660, 30, 793, 313, 2988, 81, 1217, 20, 372, 2290, 10088, 20608, 461, 34027, 203, 31, 1670, 322, 1256, 5652, 372, 3702, 313, 19483, 1395, 439, 12440, 372, 20, 556, 313, 19483, 1182, 18392, 392, 793, 313, 2988, 81, 1217, 20, 203, 203, 33862, 44, 43728, 623, 28222, 312, 2080, 3398, 1300, 30, 1289, 1604, 1344, 32, 886, 3398, 2298, 4799, 44, 203, 31, 313, 10354, 299, 563, 10604, 5966, 299, 436, 322, 17200, 308, 35542, 415, 2899, 31, 42368, 461, 2769, 2953, 1849, 27, 203, 31, 313, 4280, 563, 2629, 432, 4559, 4467, 372, 1476, 203, 31, 313, 1986, 81, 681, 563, 313, 43085, 81, 23423, 20, 436, 298, 365, 41954, 14812, 30, 313, 1903, 20, 436, 3500, 3233, 14812, 30, 313, 2988, 20, 436, 3115, 2467, 14812, 30, 556, 313, 6172, 20, 436, 1604, 14812, 203, 203, 5297, 14812, 44, 203, 109, 334, 313, 10354, 299, 563, 313, 2272, 438, 312, 4302, 11210, 1474, 30, 1259, 439, 1395, 4483, 561, 372, 298, 365, 41954, 619, 322, 1244, 5853, 4414, 334, 313, 4280, 563, 3037, 43085, 81, 23423, 392, 313, 2157, 81, 1436, 3439, 334, 313, 1986, 81, 681, 563, 313, 43085, 81, 23423, 20, 203, 111, 203, 203, 109, 334, 313, 10354, 299, 563, 313, 1318, 1256, 438, 24240, 372, 3233, 436, 2818, 11740, 2876, 41905, 12112, 2471, 4414, 334, 313, 4280, 563, 3037, 1903, 81, 4603, 3439, 334, 313, 1986, 81, 681, 563, 313, 1903, 20, 203, 111, 203, 203, 109, 334, 313, 10354, 299, 563, 313, 1318, 1256, 1401, 312, 2899, 31, 42368, 2467, 2625, 19359, 4660, 461, 5652, 372, 2290, 10088, 20608, 461, 322, 2091, 7024, 308, 5883, 27608, 30, 7231, 34027, 27, 372, 1389, 623, 4414, 334, 313, 4280, 563, 3037, 2988, 81, 1217, 392, 313, 2157, 81, 1436, 3439, 334, 313, 1986, 81, 681, 563, 313, 2988, 20, 203, 111, 0, 203, 49152, 17594, 49153, 109, 334, 313, 10354, 299, 563, 313, 1318, 1256, 1182, 1326, 37383, 31583, 312, 2350, 432, 7024, 308, 7910, 432, 33627, 23572, 471, 1510, 7171, 12112, 9209, 3733, 330, 6005, 25, 461, 330, 8237, 2473, 1348, 39394, 1531, 322, 6215, 432, 24274, 279, 17422, 30, 21473, 12641, 26050, 4414, 334, 313, 4280, 563, 3037, 2988, 81, 1217, 392, 313, 2157, 81, 1436, 3439, 334, 313, 1986, 81, 681, 563, 313, 2988, 20, 203, 111], 'total_duration': 2444164856, 'load_duration': 8354265, 'prompt_eval_count': 1429, 'prompt_eval_duration': 692979333, 'eval_count': 75, 'eval_duration': 1742411733}
api-1  | DEBUG:httpcore.connection:close.started
api-1  | DEBUG:httpcore.connection:close.complete
api-1  | INFO:query_patterns:Matched pattern 'find_by_role' for query: List all members of engineering
api-1  | INFO:root:Using pre-compiled pattern for query: List all members of engineering
api-1  | DEBUG:root:Sending request to Ollama: {'model': 'granite3.3:8b-largectx', 'prompt': 'You are a FalkorDB Cypher query generator. The previous query returned no results, so you need to generate a broader, more flexible query.\n\nOriginal user request: "List all members of engineering"\nPrevious query that returned no results: MATCH (p:Person) WHERE p.role CONTAINS \'members of engineering\' OR p.role CONTAINS \'Members Of Engineering\' RETURN p.id, p.name, p.email, p.department, p.role, labels(p) as labels LIMIT 25\n\nANALYSIS: The previous query was too specific. Generate a broader query using these strategies:\n\nFALLBACK STRATEGIES:\n1. **Expand search terms**: Use partial matching instead of exact matching\n2. **Remove constraints**: Drop overly specific WHERE conditions\n3. **Use broader categories**: If searching for specific roles/departments, try parent categories\n4. **Alternative approaches**: Try different relationship patterns or node types\n5. **Fuzzy matching**: Use more flexible text matching with shorter keywords\n\nCOMMON ADJUSTMENTS:\n- Change exact matches (=) to partial matches (CONTAINS)\n- Remove overly specific department/role filters\n- Try searching across all entity types (Person, Team, Group, Policy)\n- Use shorter, more general keywords\n- Remove time-based or status-based constraints\n- Try alternative relationship paths\n\nFALLBACK PATTERNS:\n- If searching for specific people failed, try finding teams/groups in that area\n- If policy search failed, try finding people who might know about the topic\n- If department search failed, try role-based search\n- If role search failed, try department-based search\n- If no entities found, try broader organizational queries\n\nEXAMPLE TRANSFORMATIONS:\n- "Software Engineer" → "Engineer" or "Software" or "Development"\n- "Human Resources Manager" → "Human" or "HR" or "Manager" or "People"\n- Specific policy names → policy categories or keywords\n- Exact department matches → partial department matching\n\nGenerate a single, broader Cypher query that has a higher chance of returning relevant results. Return ONLY the Cypher query without explanation.\n\nIMPORTANT: Make the query significantly broader than the previous one while still being relevant to the user\'s request.', 'stream': False}
api-1  | DEBUG:httpcore.connection:connect_tcp.started host='ollama' port=11434 local_address=None timeout=60 socket_options=None
api-1  | DEBUG:httpcore.connection:connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7fb895083310>
api-1  | DEBUG:httpcore.http11:send_request_headers.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:send_request_headers.complete
api-1  | DEBUG:httpcore.http11:send_request_body.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:send_request_body.complete
api-1  | DEBUG:httpcore.http11:receive_response_headers.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Date', b'Thu, 19 Jun 2025 05:05:36 GMT'), (b'Transfer-Encoding', b'chunked')])
api-1  | INFO:httpx:HTTP Request: POST http://ollama:11434/api/generate "HTTP/1.1 200 OK"
api-1  | DEBUG:httpcore.http11:receive_response_body.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:receive_response_body.complete
api-1  | DEBUG:httpcore.http11:response_closed.started
api-1  | DEBUG:httpcore.http11:response_closed.complete
api-1  | DEBUG:root:Received response from Ollama: {'model': 'granite3.3:8b-largectx', 'created_at': '2025-06-19T05:05:36.420646887Z', 'response': "MATCH (p:Person) WHERE ANY(x IN p.roles WHERE x CONTAINS 'engineer') OR p.department CONTAINS 'engineering' RETURN p.id, p.name, p.email, p.department, p.role, labels(p) as labels LIMIT 25", 'done': True, 'done_reason': 'stop', 'context': [49152, 2946, 49153, 39558, 390, 17071, 2821, 44, 30468, 225, 36, 34, 36, 38, 32, 203, 4282, 884, 8080, 278, 659, 30, 18909, 810, 25697, 32, 2448, 884, 312, 17247, 19551, 47330, 32, 0, 203, 49152, 496, 49153, 4282, 884, 312, 506, 3724, 271, 1996, 22350, 36149, 2467, 9750, 32, 886, 4552, 2467, 4717, 1289, 3276, 30, 1259, 844, 1849, 372, 4450, 312, 8035, 820, 30, 1829, 28188, 2467, 32, 203, 203, 11296, 1256, 1326, 44, 313, 720, 1169, 8999, 432, 33627, 20, 203, 11698, 2467, 688, 4717, 1289, 3276, 44, 31054, 308, 98, 44, 6005, 27, 4998, 298, 32, 4298, 2198, 5794, 14008, 330, 7910, 432, 33627, 25, 1878, 298, 32, 4298, 2198, 5794, 14008, 330, 9653, 16035, 26585, 25, 18546, 298, 32, 314, 30, 298, 32, 426, 30, 298, 32, 1935, 30, 298, 32, 18495, 30, 298, 32, 4298, 30, 6492, 26, 98, 27, 619, 6492, 7445, 225, 36, 39, 203, 203, 39861, 16928, 1296, 44, 886, 4552, 2467, 1597, 5133, 2818, 32, 10945, 312, 8035, 820, 2467, 1471, 3282, 35678, 44, 203, 203, 45125, 8803, 9314, 17847, 12145, 44, 203, 35, 32, 1115, 12255, 3233, 5955, 4914, 4417, 7360, 9215, 4174, 432, 7153, 9215, 203, 36, 32, 1115, 4913, 13383, 4914, 14105, 2288, 631, 2818, 4998, 5479, 203, 37, 32, 1115, 4391, 8035, 820, 12770, 4914, 1670, 20286, 436, 2818, 13479, 33, 20811, 1728, 30, 1596, 2935, 12770, 203, 38, 32, 1115, 34111, 31913, 4914, 8959, 3449, 12112, 15103, 556, 1541, 3738, 203, 39, 32, 1115, 56, 25274, 9215, 4914, 4417, 1829, 28188, 1344, 9215, 623, 35759, 16400, 203, 203, 22116, 6988, 35942, 32477, 44, 203, 31, 5614, 7153, 8001, 20545, 27, 372, 7360, 8001, 308, 20595, 69, 27, 203, 31, 6478, 2288, 631, 2818, 23572, 33, 4298, 10582, 203, 31, 8959, 20286, 10160, 1169, 4422, 3738, 308, 6005, 30, 12641, 30, 7051, 30, 15310, 27, 203, 31, 4417, 35759, 30, 1829, 8074, 16400, 203, 31, 6478, 1133, 31, 7873, 556, 2287, 31, 7873, 13383, 203, 31, 8959, 15529, 12112, 7842, 203, 203, 45125, 8803, 447, 15835, 3020, 44, 203, 31, 1670, 20286, 436, 2818, 7024, 3803, 30, 1596, 17340, 18920, 33, 6332, 328, 688, 5951, 203, 31, 1670, 7231, 3233, 3803, 30, 1596, 17340, 7024, 6560, 4796, 3702, 2625, 322, 8456, 203, 31, 1670, 23572, 3233, 3803, 30, 1596, 4203, 31, 7873, 3233, 203, 31, 1670, 4203, 3233, 3803, 30, 1596, 23572, 31, 7873, 3233, 203, 31, 1670, 1289, 11740, 2431, 30, 1596, 8035, 820, 12083, 279, 11792, 203, 203, 33968, 43128, 5060, 19419, 44, 203, 31, 313, 9902, 44436, 20, 14567, 313, 3711, 265, 20, 556, 313, 9902, 20, 556, 313, 20235, 20, 203, 31, 313, 21390, 17697, 10702, 20, 14567, 313, 21390, 20, 556, 313, 5137, 20, 556, 313, 1572, 20, 556, 313, 24853, 20, 203, 31, 25081, 7231, 4467, 14567, 7231, 12770, 556, 16400, 203, 31, 37634, 23572, 8001, 14567, 7360, 23572, 9215, 203, 203, 10505, 312, 3982, 30, 8035, 820, 22350, 36149, 2467, 688, 1401, 312, 12224, 16554, 432, 14116, 10088, 3276, 32, 2744, 28222, 322, 22350, 36149, 2467, 2876, 18799, 32, 203, 203, 33862, 44, 6400, 322, 2467, 32323, 8035, 820, 2784, 322, 4552, 1591, 2218, 4204, 3998, 10088, 372, 322, 1256, 1182, 1326, 32, 0, 203, 49152, 17594, 49153, 15895, 308, 98, 44, 6005, 27, 4998, 2964, 26, 106, 1236, 298, 32, 9715, 4998, 816, 2198, 5794, 14008, 330, 3483, 265, 683, 1878, 298, 32, 18495, 2198, 5794, 14008, 330, 40528, 25, 18546, 298, 32, 314, 30, 298, 32, 426, 30, 298, 32, 1935, 30, 298, 32, 18495, 30, 298, 32, 4298, 30, 6492, 26, 98, 27, 619, 6492, 7445, 225, 36, 39], 'total_duration': 1576453005, 'load_duration': 7415112, 'prompt_eval_count': 539, 'prompt_eval_duration': 90919517, 'eval_count': 65, 'eval_duration': 1477654375}
api-1  | DEBUG:httpcore.connection:close.started
api-1  | DEBUG:httpcore.connection:close.complete
api-1  | DEBUG:root:Sending request to Ollama: {'model': 'granite3.3:8b-largectx', 'prompt': 'You are a helpful assistant that formats database query results for task-oriented users who need to complete work and find the right people to collaborate with.\n\nUser\'s original request: "List all members of engineering"\n\nDatabase results:\n{\'query\': "MATCH (p:Person) WHERE p.role CONTAINS \'members of engineering\' OR p.role CONTAINS \'Members Of Engineering\' RETURN p.id, p.name, p.email, p.department, p.role, labels(p) as labels LIMIT 25", \'count\': 0, \'results\': []}\n\nPlease format these results in a clear, actionable way that helps the user complete their task using **valid Markdown formatting**.\n\nGuidelines:\n- Present the information in a natural, conversational tone focused on enabling action\n- Use Markdown syntax for formatting:\n  - **Bold text** for emphasis and key contacts/policies\n  - `Code blocks` for names, roles, or technical terms when appropriate\n  - ## Headers for sections when organizing information\n  - * Bullet points for lists\n  - | Tables | when showing structured data\n  - > Blockquotes for important insights or next steps\n\nTASK-ORIENTED FORMATTING PRIORITIES:\n\n**For Policy & Compliance Results:**\n- **Highlight critical/high severity policies first**\n- Show policy names, categories, and key requirements\n- **Emphasize who owns each policy** (teams/groups responsible)\n- Include contact information for policy owners when available\n- Suggest next steps for compliance or implementation\n\n**For People/Contact Results:**\n- **Prioritize leads, managers, and decision-makers**\n- Always show: name, role, email, department\n- **Bold the names of team leads and key stakeholders**\n- Group people by their relevance to the task (e.g., "Policy Owners", "Team Leads", "Approvers")\n- Include team/group affiliations to show expertise areas\n\n**For Task Implementation:**\n- Structure results as actionable guidance\n- Use section headers like:\n  - "## Key People to Contact"\n  - "## Relevant Policies to Review" \n  - "## Next Steps"\n- **Bold the most important contacts** to reach out to first\n- Explain why each person/policy is relevant to their task\n\n**Response Structure:**\n1. Start with a direct answer to their question\n2. Show the most critical/high-priority items first\n3. Group related information together\n4. End with suggested next steps or additional considerations\n\n**Key Features:**\n- Highlight key insights, patterns, or relationships in the data\n- If there are many results, summarize the most important ones and provide key statistics\n- **If there are no results, be direct and honest - simply state "No policies were found" or "No matching results" without making up information**\n- For organizational data, emphasize **who can help** and **who has authority**\n- Make the response helpful, actionable, and easy to understand\n- Include counts/totals when relevant (e.g., "Found **3 critical policies** and **5 key contacts**")\n\n**NO RESULTS HANDLING:**\n- If no policies are found, respond with: "No policies were found matching your request."\n- If no people are found, respond with: "No people were found matching your criteria."\n- If no teams/groups are found, respond with: "No teams or groups were found for this area."\n- DO NOT suggest alternative searches or provide generic advice unless there are actual results\n- DO NOT invent or hallucinate information when no results exist\n- Keep no-results responses brief and factual\n\nIMPORTANT: Use proper Markdown formatting throughout your response. Focus on enabling the user to take action and complete their task efficiently. When there are no results, be honest and direct rather than filling space with potentially incorrect information.', 'stream': False}
api-1  | DEBUG:httpcore.connection:connect_tcp.started host='ollama' port=11434 local_address=None timeout=60 socket_options=None
api-1  | DEBUG:httpcore.connection:connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7fb8950720d0>
api-1  | DEBUG:httpcore.http11:send_request_headers.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:send_request_headers.complete
api-1  | DEBUG:httpcore.http11:send_request_body.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:send_request_body.complete
api-1  | DEBUG:httpcore.http11:receive_response_headers.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Date', b'Thu, 19 Jun 2025 05:05:40 GMT'), (b'Transfer-Encoding', b'chunked')])
api-1  | INFO:httpx:HTTP Request: POST http://ollama:11434/api/generate "HTTP/1.1 200 OK"
api-1  | DEBUG:httpcore.http11:receive_response_body.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:receive_response_body.complete
api-1  | DEBUG:httpcore.http11:response_closed.started
api-1  | DEBUG:httpcore.http11:response_closed.complete
